Neighborhood,City,State,med_2011,med_2014
Cabbagetown,Atlanta,GA,,
Historic Third Ward,Milwaukee,WI,1545.0,1500.0
Pleasant Hill,Washington,DC,,
Visitation Park,Saint Louis,MO,,790.0
Table Mesa North,Boulder,CO,,1359.0
Sunrise,Davis,CA,,
Bay Colony,Fort Lauderdale,FL,,
Kelly Town-Rugby Heights,Charlottesville,VA,,
Mesquite Ranch,Tucson,AZ,,
Bluebonnet Hills,Fort Worth,TX,,1250.0
Boulder Creek,Mesa,AZ,,
Antelope Run,Albuquerque,NM,,
McClintock,Tempe,AZ,,
Broadway Gillham,Kansas City,MO,460.0,689.0
North Shore,West Palm Beach,FL,,
Chula Vista,Fort Lauderdale,FL,,
Enatai,Bellevue,WA,,
Broad Rock,Richmond,VA,,
San Joaquin Marsh,Irvine,CA,,
Sunset Hill,Kansas City,MO,625.0,
Grandview Heights,West Palm Beach,FL,,
Clarendon Heights,San Francisco,CA,,
Cherry,Charlotte,NC,,
Glencliff Estates,Nashville,TN,,795.0
Old Northwood,West Palm Beach,FL,,1550.0
Grant Creek,Missoula,MT,,850.0
Crown Pointe,Lincoln,NE,,
East Bank-Nicollet Island,Minneapolis,MN,,
Colee Hammock,Fort Lauderdale,FL,2300.0,1550.0
Chestnut Hill Plantation,Columbia,SC,,1400.0
Bluebonnet Place,Fort Worth,TX,,850.0
Pleasant City,West Palm Beach,FL,,
Stone Oak Communities of Mutual Amenities-Stone Oak,San Antonio,TX,,
Creek Hollow Estates,Richardson,TX,,
Downtown,Charlottesville,VA,,
Quail Hill,Irvine,CA,2800.0,2850.0
Five Points,Saint Petersburg,FL,,
El Cid,West Palm Beach,FL,,
South Hill,Grand Rapids,MI,,
McGuire,Richmond,VA,,
Twinlakes,Fort Lauderdale,FL,,
River Walk,West Palm Beach,FL,,1900.0
Shalimar,Tempe,AZ,,
Portola Springs,Irvine,CA,,2365.0
Park Place,San Antonio,TX,,
Wilson Heights,Baltimore,MD,,
Meridian Hills,Mesa,AZ,,
Frisco Heights,Fort Worth,TX,,1595.0
Union Hill,Kansas City,MO,1320.0,
Orchard Knob,Atlanta,GA,,
Government District,Dallas,TX,1096.0,
Hogan,Jacksonville,FL,,
East Industrial,Fremont,CA,,
West Byers,Fort Worth,TX,,
Lauderdale Beach,Fort Lauderdale,FL,3000.0,4950.0
Polaris North,Columbus,OH,,929.0
Haymarket,Boston,MA,,3100.0
Lake Nona South,Orlando,FL,,
Wydown-Skinker,Saint Louis,MO,1070.0,
Auraria,Denver,CO,,
BRSC,Charlottesville,VA,,
Manchester,Richmond,VA,,995.0
Lithuanian Plaza,Chicago,IL,,
Arizona Skyline,Mesa,AZ,,
Cromwell Heights,Saint Petersburg,FL,,
Sunburst,Aurora,CO,,
Cheltenham,Saint Louis,MO,,
Niskey Lake,Atlanta,GA,,
Clark Park,Tempe,AZ,,
Junction Ridge,Town of Madison,WI,,
Capitol Gateway,Atlanta,GA,1000.0,
Palm Aire Village (WEST),Fort Lauderdale,FL,,
Kempton Crossing,Chandler,AZ,,1450.0
Rockdale,Atlanta,GA,,
The Gardens,Gilbert,AZ,,1150.0
Main Street District,Dallas,TX,,1350.0
Central Office,Richmond,VA,,1400.0
Santa Rita Park,Tucson,AZ,,650.0
Brakridge,Jacksonville,FL,,
Tyrone Landing,Saint Petersburg,FL,,
Coliseum-Willow Park,San Antonio,TX,,
Cooley Station North,Gilbert,AZ,,
Higley Park,Gilbert,AZ,,
Marilyn Ann,Tempe,AZ,,
Home Beautiful Park,Fort Lauderdale,FL,,
Pasadena Vista,Saint Petersburg,FL,,
Downtown Core,Davis,CA,,
Alhambra Triangle,Sacramento,CA,,
Lauderdale Harbours,Fort Lauderdale,FL,1600.0,
Beverly Heights,Fort Lauderdale,FL,2000.0,1750.0
Richnor Springs,Baltimore,MD,,
Starr Pass,Tucson,AZ,,
English Village,Detroit,MI,,
Community at Bordeaux,Nashville,TN,,
Dolphin Isles,Fort Lauderdale,FL,2500.0,
Heart of Italy,Chicago,IL,,
Liberty Park,Jersey City,NJ,,
West End Park,Nashville,TN,,1525.0
The Crossing of Fossil Creek,Fort Worth,TX,,
Crown Center,Kansas City,MO,1400.0,
Glebewood,Arlington,VA,,2745.0
Mays,Atlanta,GA,,
Rudee Heights,Virginia Beach,VA,,1350.0
West End Historic District,Dallas,TX,,1063.0
Harbour Inlet,Fort Lauderdale,FL,1957.0,1300.0
Seven Isles,Fort Lauderdale,FL,6300.0,17500.0
Central Park,West Palm Beach,FL,,1600.0
NTNA - West Rio,Tempe,AZ,,950.0
Lake Richmond,Orlando,FL,,
Thornton Park,Orlando,FL,,
Joyland,Atlanta,GA,640.0,
Laurel Hill Valley,Eugene,OR,,
Mitchell Park East,Tempe,AZ,,
Strip District,Pittsburgh,PA,1200.0,
St. Armands,Sarasota,FL,,6500.0
Mission Hills Condominium Association,Clearwater,FL,,
Vincenz,Gilbert,AZ,,
Ridglea,Fort Worth,TX,,
Carillon,Richmond,VA,,
Northpointe,Jackson,MS,765.0,
Brentwood-Cavalier,Tempe,AZ,,
Crimson Creek,Mesa,AZ,,1150.0
Aqualane Shore,Naples,FL,,
Midland Terrace,Columbia,SC,,
Concord Village,Mesa,AZ,,
Silk Stocking,Chandler,AZ,,
Gateway Village,Gilbert,AZ,,
Remington Point,Fort Worth,TX,,1200.0
The Meadows,Charlottesville,VA,,
The Ranches,Fort Worth,TX,,1400.0
Richland Heights West,Tucson,AZ,,
Swallow Circle - Baywood,Atlanta,GA,,
Oeste Manor,Davis,CA,,
Elmwood Park,Columbia,SC,,
Meridian Pointe,Mesa,AZ,,
Commonwealth,Charlotte,NC,,
Ray Ranch,Gilbert,AZ,,
5 Points,Sarasota,FL,4000.0,
Channing Valley,Atlanta,GA,,
Booth-Boyd,Baltimore,MD,,
Scott's Addition,Richmond,VA,,
Downtown Crossing,Boston,MA,,2300.0
Locust Point,Baltimore,MD,,1900.0
Deerwood,Atlanta,GA,,
Jacksonville North Estate,Jacksonville,FL,,
Westland,Fort Worth,TX,,
Village 5,Sacramento,CA,,1089.0
Crownridge of Texas Owners Association,San Antonio,TX,,
McClintock Manor,Tempe,AZ,,865.0
Windhover,Orlando,FL,,875.0
The Wells,Mesa,AZ,,
Blossom Park,San Antonio,TX,,
Signal Butte Manor,Mesa,AZ,,
Florida Heights,Atlanta,GA,,
The Parks of Deer Creek,Fort Worth,TX,,1300.0
City Center,Richmond,VA,,1125.0
Lake Estates,Fort Lauderdale,FL,,
Murphy Creek,Aurora,CO,,
Whittier Mill Village,Atlanta,GA,,
Marine Creek Hills,Fort Worth,TX,,1150.0
Northwoods,Columbus,OH,,
Boulevard Heights,Atlanta,GA,,
Big Bayou,Saint Petersburg,FL,,
Germantown,Nashville,TN,,1520.0
Ridgely Delight,Baltimore,MD,,
North Golf Estates,Fort Lauderdale,FL,900.0,1000.0
McGuire Veterans Hospital,Richmond,VA,720.0,
Heather Place,Chandler,AZ,,
Idlewyld,Fort Lauderdale,FL,2155.0,2500.0
Encino Ranch,San Antonio,TX,,
Vinegar Hill,New York,NY,,3738.0
Bal Harbour,Fort Lauderdale,FL,,
Joseph Lee,Baltimore,MD,,
Hendricks and Venice Isles,Fort Lauderdale,FL,2500.0,2150.0
Sandbridge,Virginia Beach,VA,,1300.0
Harbour Isles,Fort Lauderdale,FL,2450.0,3000.0
Northboro Park,West Palm Beach,FL,,
Hibiscus Island,Miami Beach,FL,,12000.0
Lake Caroline,Dallas,TX,,
Willows,Gilbert,AZ,,1199.0
Blair Villa - Poole Creek,Atlanta,GA,,
Lake Nona Central,Orlando,FL,,1650.0
River Market,Kansas City,MO,1100.0,1250.0
El Toro Marine Air Station,Irvine,CA,1895.0,2155.0
Herman Gardens,Detroit,MI,,
North Shore,Pittsburgh,PA,,
Arts District,Dallas,TX,,
Biscayne Island,Miami,FL,,
Bridgepointe,San Mateo,CA,,2791.0
Sunshine Valley,Chandler,AZ,,
East Pyron - Symphony Lane-Mission San Jose,San Antonio,TX,,
Val Vista Classic,Gilbert,AZ,,1195.0
Eagle Glen,Corona,CA,,
Elmco Estates,Atlanta,GA,,
Woodland Hills,Atlanta,GA,,
Palm-Aire Village (EAST),Fort Lauderdale,FL,,1100.0
Palm Island,Miami Beach,FL,,37500.0
Sycamore Creek,Corona,CA,,2250.0
Bay Colony Club,Fort Lauderdale,FL,,1350.0
Monterey Vista,Chandler,AZ,,
Pineapple Park,West Palm Beach,FL,,
Riviera Isles,Fort Lauderdale,FL,,
Oak Highlands,Nashville,TN,,
Capitol Hill Area,Nashville,TN,705.0,
Randall Mill,Atlanta,GA,,
La Salle,Saint Louis,MO,,
Iron Horse,Tucson,AZ,,
Merit-Carson,Torrance,CA,,
Rebel Valley Forest,Atlanta,GA,,
Willow Creek,Tulsa,OK,,
Coral Shores,Fort Lauderdale,FL,,1200.0
Golden Gate Point,Sarasota,FL,,
Fair Isle,Miami,FL,,
Rock Island - Samuels,Fort Worth,TX,,
Thousand Oaks Condominiums-Thousand Oaks,San Antonio,TX,,
Vista Dorada,Gilbert,AZ,,
Keewaydin,Boulder,CO,,
Laudergate Isles,Fort Lauderdale,FL,,
San Marco Island,Miami,FL,,
West End,Pittsburgh,PA,,
Tantra Park,Boulder,CO,,
Cooley Station,Gilbert,AZ,,
Lost Creek,Fort Worth,TX,,925.0
John Cox,Lakeland,FL,,
University Estates,Tempe,AZ,,
Raintree,Lakeland,FL,,
Pershing,Orlando,FL,,
Di Lido Island,Miami Beach,FL,,10000.0
Fincher Farms,Gilbert,AZ,,
Van Cortlandt Park,New York,NY,,1250.0
Birch Park Finger Sts.,Fort Lauderdale,FL,,
Woodlawn West,Nashville,TN,,
The Willows,Orlando,FL,,
Provincia Villas,San Antonio,TX,,
Colonial Homes,Atlanta,GA,,
Maverick Creek,San Antonio,TX,,
Downtown,Columbia,SC,,925.0
Oakwood,Richmond,VA,,
Oakland,Atlanta,GA,,
Lennox Village,Nashville,TN,,
Eden Isle,Saint Petersburg,FL,,
Charleston Commons,Garland,TX,,
Buena Vista,Boulder,CO,1469.0,
Rosemont East,Tucson,AZ,,
Upper West Side,Fort Worth,TX,,
Woodland Point,Nashville,TN,,760.0
Leather District,Boston,MA,,3000.0
Seville Condo No.11,Clearwater,FL,850.0,1185.0
Westhampton Dunes,Westhampton Beach,NY,65000.0,53900.0
Stratland Shadows,Gilbert,AZ,,
San Antonio Cambridge Village-East Terrell Hills,San Antonio,TX,,
City View Townhome,Fort Lauderdale,FL,,
Windmill Ranch,Gilbert,AZ,,
Northlake Park at Lake Nona,Orlando,FL,,1500.0
Devonshire Condominiums,San Antonio,TX,,
La Aldea,Gilbert,AZ,,
Fleetwood,Nashville,TN,695.0,
Wyngate Townhomes,Saint Petersburg,FL,,
Breakwater Surf,Fort Lauderdale,FL,3500.0,
Grandview Estates,Mesa,AZ,,
Pecos Manor,Gilbert,AZ,,
Solana Ridge Homeowners - People Active in Community Effort,San Antonio,TX,,
East Park,Orlando,FL,,1500.0
Third Cherry Creek,Aurora,CO,,
Summit at Bulverde Creek,San Antonio,TX,,
LaVina,Orlando,FL,,1395.0
Green Meadows,Davis,CA,,
Alta Loma,Nashville,TN,,615.0
Navy Yard,New York,NY,,
Woodmont,San Antonio,TX,,
Singletree,Aurora,CO,,
La Buena Vida,Davis,CA,,
Oakdell Council of Co-Owners,San Antonio,TX,,
Prospect Park,New York,NY,,
Hillcrest,Hollywood,FL,,1000.0
North Weymouth,Weymouth,MA,,1200.0
Kennydale,Renton,WA,,1695.0
Mountain View,Bend,OR,,
Washington Park,Hollywood,FL,,1350.0
Ponderosa,Sunnyvale,CA,,2250.0
North Beach,Hollywood,FL,,3500.0
Nicholtown,Greenville,SC,,
Sunset,Renton,WA,,1250.0
Princess Anne Plaza,Virginia Beach,VA,,995.0
Washington,Sunnyvale,CA,,2700.0
Beverly Park,Hollywood,FL,,1350.0
Boulevard Heights,Hollywood,FL,,1500.0
Driftwood,Hollywood,FL,,1600.0
Emerald Hills,Hollywood,FL,,1800.0
Hollywood Hills,Hollywood,FL,,1750.0
Hollywood Lakes,Hollywood,FL,,2300.0
Lawnacres,Hollywood,FL,,1200.0
Liberia,Hollywood,FL,,1350.0
Mapleridge,Hollywood,FL,,2400.0
Oakridge,Hollywood,FL,,2600.0
Park East,Hollywood,FL,,1595.0
Park Side,Hollywood,FL,,1250.0
Royal Poinciana,Hollywood,FL,,1050.0
East Village,San Marino,CA,,
Lakewood,Sunnyvale,CA,,2750.0
Cascade,Renton,WA,1215.0,
Governors Island,New York,NY,,2930.0
North Shore,Miami Beach,FL,,2400.0
Riverside,Greenwich,CT,,7500.0
Oakrest Condos,Nashville,TN,,
River Reach,Naples,FL,,
Boyd Acres,Bend,OR,,
South Renton,Renton,WA,,
Leisure Estates,Renton,WA,,
President Park,Renton,WA,,1350.0
Old Farm District,Bend,OR,,1200.0
Larksput,Bend,OR,,
Awbrey Butte,Bend,OR,,
River West,Bend,OR,,925.0
Summit West,Bend,OR,,
Century West,Bend,OR,,
Southwest Bend,Bend,OR,,
Southern Crossing,Bend,OR,,
Old City,Philadelphia,PA,,1700.0
Carriage,Hollywood,FL,,
Playland,Hollywood,FL,,1500.0
441 Corridor,Hollywood,FL,,1200.0
Lake of Emerald Hills,Hollywood,FL,,1975.0
North Central,Hollywood,FL,,1175.0
Highland Garden,Hollywood,FL,,1400.0
South Central Beach,Hollywood,FL,,2300.0
Oceanfront,Miami Beach,FL,,2600.0
Nautilus,Miami Beach,FL,,2600.0
South Pointe,Miami Beach,FL,,4500.0
Serra,Sunnyvale,CA,,2494.0
Ortega,Sunnyvale,CA,,2257.0
De Anza,Sunnyvale,CA,,
East Murphy,Sunnyvale,CA,,2389.0
West Murphy,Sunnyvale,CA,,2250.0
Sharon Heights,Menlo Park,CA,,4200.0
Downtown Menlo Park,Menlo Park,CA,,
